X Y UC  LC  AVCRUST Topo   Basement UC/LC Moho
-6.375  62.875  5.94  6.92  6.56  -0.67 3.13  12.04 27.38
-6.125  62.875  5.9 6.89  6.52  -0.73 2.57  10.73 24.40
-5.875  62.875  5.86  6.86  6.48  -0.80 2.02  9.76  22.39
-5.625  62.875  5.83  6.84  6.44  -0.91 2.16  9.63  21.03
-5.375  62.875  5.79  6.82  6.40  -1.02 2.29  9.54  20.07
-5.125  62.875  5.75  6.81  6.37  -1.15 2.79  9.76  19.57
-4.875  62.875  5.71  6.8 6.35  -1.26 3.21  9.83  19.24
-4.625  62.875  5.66  6.8 6.32  -1.29 3.61  9.88  18.49
-4.375  62.875  5.61  6.8 6.31  -1.34 3.98  9.50  17.38
-4.125  62.875  5.56  6.81  6.29  -1.40 4.33  9.70  17.23
-3.875  62.875  5.52  6.81  6.28  -1.36 4.64  10.22 18.21
-3.625  62.875  5.48  6.82  6.28  -1.27 4.86  10.68 19.30
-3.375  62.875  5.46  6.82  6.28  -1.22 4.99  11.09 20.36
-3.125  62.875  5.46  6.83  6.29  -1.25 5.15  11.54 21.35
-2.875  62.875  5.46  6.83  6.29  -1.23 5.42  12.03 22.19
-2.625  62.875  5.48  6.83  6.30  -1.25 5.59  12.64 23.55
-2.375  62.875  5.5 6.84  6.31  -1.43 5.64  13.47 25.44
-2.125  62.875  5.54  6.84  6.33  -1.66 5.60  14.09 27.23
-1.875  62.875  5.57  6.84  6.34  -1.82 5.55  14.75 28.91
-1.625  62.875  5.61  6.85  6.36  -1.75 5.61  15.28 30.07
-1.375  62.875  5.65  6.85  6.37  -1.69 5.87  15.07 28.87
-1.125  62.875  5.7 6.86  6.39  -1.62 6.33  13.96 25.16
-0.875  62.875  5.74  6.87  6.40  -1.57 6.97  12.62 20.56
-0.625  62.875  5.77  6.88  6.42  -1.52 7.70  11.70 17.36
-0.375  62.875  5.8 6.89  6.43  -1.41 8.27  12.00 17.11
-0.125  62.875  5.82  6.9 6.44  -1.32 8.59  12.73 18.31
0.125 62.875  5.83  6.91  6.44  -1.26 8.61  13.50 19.85
0.375 62.875  5.85  6.92  6.45  -1.19 8.43  13.91 20.91
0.625 62.875  5.87  6.92  6.45  -1.12 8.15  14.12 21.49
0.875 62.875  5.89  6.92  6.45  -1.06 7.90  14.31 21.94
1.125 62.875  5.91  6.92  6.46  -1.01 7.86  14.46 22.36
1.375 62.875  5.94  6.92  6.46  -0.97 8.05  14.87 22.57
1.625 62.875  5.97  6.92  6.46  -0.91 8.35  15.21 22.52
1.875 62.875  6.01  6.91  6.46  -0.85 8.21  15.35 22.48
2.125 62.875  6.03  6.9 6.45  -0.82 8.03  15.63 22.72
2.375 62.875  6.05  6.9 6.46  -0.78 7.99  15.81 23.10
2.625 62.875  6.06  6.9 6.47  -0.75 8.40  15.95 23.15
2.875 62.875  6.07  6.9 6.48  -0.71 9.69  16.38 22.92
3.125 62.875  6.08  6.89  6.48  -0.66 11.72 17.34 22.82
3.375 62.875  6.09  6.89  6.48  -0.67 12.84 17.95 22.81
3.625 62.875  6.1 6.88  6.48  -0.72 12.96 18.09 22.97
3.875 62.875  6.11  6.86  6.47  -0.72 12.35 17.97 23.16
4.125 62.875  6.12  6.85  6.46  -0.65 10.92 17.56 23.34
4.375 62.875  6.13  6.83  6.45  -0.53 9.59  17.16 23.53
4.625 62.875  6.14  6.81  6.44  -0.36 8.31  16.86 23.80
4.875 62.875  6.15  6.8 6.42  -0.24 6.91  16.80 23.82
5.125 62.875  6.15  6.78  6.41  -0.15 5.72  16.03 23.28
5.375 62.875  6.16  6.76  6.40  -0.10 4.91  15.67 22.84
5.625 62.875  6.16  6.74  6.39  -0.12 4.39  15.49 22.78
5.875 62.875  6.17  6.73  6.39  -0.11 3.80  15.55 23.16
6.125 62.875  6.17  6.72  6.38  -0.08 3.14  16.53 24.80
6.375 62.875  6.17  6.71  6.39  -0.04 2.48  16.11 25.48
6.625 62.875  6.18  6.7 6.39  -0.03 1.87  16.31 26.09
6.875 62.875  6.18  6.7 6.40  -0.02 1.32  16.79 28.14
7.125 62.875  6.19  6.69  6.40  0.14  0.78  18.86 31.96
7.375 62.875  6.19  6.69  6.41  0.20  0.47  19.21 33.93
7.625 62.875  6.2 6.7 6.42  0.24  0.22  19.37 34.42
7.875 62.875  6.2 6.7 6.43  0.21  0.08  18.68 34.53
8.125 62.875  6.2 6.7 6.44  0.22  -0.09 17.92 34.55
8.375 62.875  6.2 6.7 6.45  0.16  -0.16 17.24 34.64
8.625 62.875  6.21  6.71  6.46  0.46  -0.46 17.17 34.90
8.875 62.875  6.22  6.71  6.46  0.77  -0.77 17.58 35.32
9.125 62.875  6.22  6.72  6.46  0.91  -0.91 18.10 35.77
9.375 62.875  6.23  6.73  6.46  0.94  -0.94 19.11 36.28
9.625 62.875  6.23  6.73  6.46  0.73  -0.73 19.48 36.77
9.875 62.875  6.23  6.73  6.47  0.66  -0.66 19.03 37.27
10.125  62.875  6.23  6.73  6.47  0.63  -0.63 19.32 37.80
10.375  62.875  6.24  6.73  6.47  0.68  -0.68 19.98 38.30
10.625  62.875  6.24  6.73  6.47  0.75  -0.75 20.21 38.78
10.875  62.875  6.24  6.74  6.47  0.81  -0.81 20.82 39.27
11.125  62.875  6.25  6.74  6.47  0.68  -0.68 21.59 39.76
11.375  62.875  6.25  6.75  6.47  0.80  -0.80 22.14 40.18
11.625  62.875  6.26  6.75  6.48  0.95  -0.95 21.88 40.48
11.875  62.875  6.27  6.76  6.48  0.86  -0.86 22.88 40.70
12.125  62.875  6.27  6.76  6.48  1.04  -1.04 22.90 40.86
12.375  62.875  6.28  6.77  6.49  1.02  -1.02 22.98 40.98
12.625  62.875  6.28  6.78  6.49  0.92  -0.92 23.44 41.08
12.875  62.875  6.29  6.79  6.49  0.88  -0.88 24.35 41.17
13.125  62.875  6.29  6.8 6.49  0.70  -0.70 24.80 41.25
13.375  62.875  6.29  6.81  6.50  0.66  -0.66 24.36 41.31
13.625  62.875  6.3 6.83  6.50  0.68  -0.67 25.50 41.36
13.875  62.875  6.3 6.85  6.51  0.64  -0.63 25.35 41.40
14.125  62.875  6.31  6.87  6.52  0.53  -0.53 25.70 41.44
14.375  62.875  6.31  6.91  6.52  0.36  -0.35 26.83 41.47
14.625  62.875  6.32  6.95  6.53  0.35  -0.35 27.55 41.50
14.875  62.875  6.32  6.99  6.54  0.37  -0.36 27.78 41.53
15.125  62.875  6.32  7.02  6.54  0.34  -0.33 28.42 41.59
15.375  62.875  6.32  7.06  6.55  0.35  -0.35 28.64 41.71
15.625  62.875  6.33  7.17  6.55  0.35  -0.35 30.98 42.10
15.875  62.875  6.33  7.17  6.56  0.33  -0.33 31.06 42.90
16.125  62.875  6.33  7.16  6.57  0.31  -0.31 31.30 44.16
16.375  62.875  6.33  7.16  6.58  0.34  -0.34 31.75 45.58
16.625  62.875  6.33  7.16  6.58  0.25  -0.25 32.03 45.94
16.875  62.875  6.33  7.16  6.58  0.32  -0.30 32.05 46.00
17.125  62.875  6.33  7.16  6.58  0.33  -0.30 32.05 46.00
17.375  62.875  6.33  7.16  6.58  0.29  -0.24 32.07 46.00
17.625  62.875  6.33  7.16  6.58  0.21  -0.15 32.20 46.15
17.875  62.875  6.33  7.17  6.60  0.06  0.02  32.02 47.18
18.125  62.875  6.33  7.18  6.62  0.03  0.08  31.74 48.13
18.375  62.875  6.33  7.2 6.66  0.00  0.14  30.51 49.07
18.625  62.875  6.32  7.22  6.68  -0.09 0.24  30.07 49.95
18.875  62.875  6.32  7.22  6.69  -0.19 0.34  30.08 50.84
19.125  62.875  6.32  7.23  6.70  -0.27 0.39  30.24 51.64
19.375  62.875  6.32  7.23  6.71  -0.28 0.38  29.97 52.17
19.625  62.875  6.3 7.22  6.72  -0.25 0.35  28.96 53.00
19.875  62.875  6.3 7.21  6.74  -0.30 0.41  27.94 53.71
20.125  62.875  6.3 7.21  6.74  -0.30 0.43  28.07 53.95
20.375  62.875  6.3 7.21  6.74  -0.26 0.40  28.20 54.23
20.625  62.875  6.3 7.21  6.75  -0.12 0.24  27.75 54.67
20.875  62.875  6.3 7.22  6.75  -0.01 0.12  28.14 54.96
21.125  62.875  6.3 7.22  6.76  0.00  0.09  27.56 55.03
21.375  62.875  6.3 7.22  6.76  0.02  0.05  27.52 54.98
21.625  62.875  6.3 7.22  6.75  0.03  0.03  28.03 54.83
21.875  62.875  6.3 7.22  6.75  0.05  0.00  27.94 54.69
22.125  62.875  6.3 7.21  6.75  0.07  -0.03 27.53 54.49
22.375  62.875  6.3 7.21  6.75  0.06  -0.03 27.42 54.27
22.625  62.875  6.3 7.21  6.75  0.05  -0.02 27.27 53.96
22.875  62.875  6.31  7.21  6.74  0.06  -0.04 28.07 53.78
23.125  62.875  6.31  7.21  6.74  0.09  -0.08 27.95 53.60
23.375  62.875  6.31  7.21  6.74  0.10  -0.10 27.89 53.49
23.625  62.875  6.32  7.21  6.74  0.14  -0.14 28.17 53.47
23.875  62.875  6.34  7.21  6.76  0.17  -0.17 27.64 53.60
24.125  62.875  6.35  7.21  6.76  0.19  -0.19 28.04 53.76
24.375  62.875  6.35  7.21  6.76  0.20  -0.20 28.13 53.94
24.625  62.875  6.35  7.21  6.76  0.19  -0.19 28.19 54.04
24.875  62.875  6.35  7.21  6.77  0.17  -0.17 27.86 54.62
25.125  62.875  6.35  7.22  6.79  0.17  -0.17 27.56 55.94
25.375  62.875  6.37  7.23  6.81  0.16  -0.16 27.85 57.20
25.625  62.875  6.38  7.23  6.82  0.16  -0.16 27.87 57.95
25.875  62.875  6.38  7.23  6.82  0.11  -0.11 27.92 58.00
26.125  62.875  6.38  7.23  6.82  0.12  -0.12 27.91 58.00
26.375  62.875  6.38  7.23  6.82  0.11  -0.11 28.05 58.28
26.625  62.875  6.36  7.22  6.85  0.11  -0.11 25.69 59.85
26.875  62.875  6.36  7.22  6.85  0.10  -0.10 25.82 60.14
27.125  62.875  6.38  7.24  6.88  0.12  -0.12 25.57 61.26
27.375  62.875  6.39  7.25  6.89  0.13  -0.13 25.82 61.85
27.625  62.875  6.39  7.25  6.89  0.09  -0.09 25.98 62.20
27.875  62.875  6.38  7.24  6.90  0.09  -0.09 24.80 62.87
28.125  62.875  6.38  7.24  6.91  0.09  -0.09 24.20 63.20
28.375  62.875  6.38  7.24  6.90  0.12  -0.12 24.87 63.08
28.625  62.875  6.39  7.25  6.89  0.12  -0.12 25.98 62.22
28.875  62.875  6.39  7.25  6.89  0.13  -0.13 25.87 61.98
29.125  62.875  6.38  7.25  6.89  0.11  -0.11 25.49 61.76
29.375  62.875  6.37  7.23  6.87  0.09  -0.09 25.37 60.73
29.625  62.875  6.36  7.22  6.85  0.08  -0.08 25.74 59.94
29.875  62.875  6.37  7.23  6.84  0.14  -0.14 26.72 59.08
30.125  62.875  6.38  7.23  6.82  0.12  -0.12 27.78 57.73
30.375  62.875  6.35  7.22  6.80  0.14  -0.14 27.10 56.29
30.625  62.875  6.35  7.21  6.77  0.15  -0.15 27.92 54.71
30.875  62.875  6.34  7.22  6.73  0.15  -0.15 29.33 52.80
31.125  62.875  6.34  7.23  6.70  0.17  -0.17 30.14 50.72
31.375  62.875  6.33  7.19  6.63  0.18  -0.18 31.43 48.36
31.625  62.875  6.33  7.16  6.59  0.19  -0.19 31.59 46.08
31.875  62.875  6.32  7.17  6.52  0.21  -0.21 33.59 43.99
32.125  62.875  6.32  7.14  6.48  0.20  -0.20 34.02 42.32
32.375  62.875  6.32  7.12  6.47  0.18  -0.18 33.90 41.76
32.625  62.875  6.32  7.07  6.45  0.20  -0.20 33.45 40.50
32.875  62.875  6.32  7.05  6.43  0.19  -0.19 33.94 40.00
33.125  62.875  6.32  7.06  6.43  0.17  -0.17 34.34 40.36
33.375  62.875  6.32  7.13  6.47  0.16  -0.16 34.12 41.91
33.625  62.875  6.32  7.13  6.47  0.17  -0.17 34.19 42.00
33.875  62.875  6.32  7.13  6.47  0.16  -0.16 34.21 42.02
34.125  62.875  6.32  7.13  6.48  0.12  -0.12 33.46 41.72
34.375  62.875  6.32  7.12  6.47  0.10  -0.10 33.51 41.27
34.625  62.875  6.32  7.12  6.47  0.05  -0.05 33.14 40.80
34.875  62.875  6.32  7.11  6.47  0.06  -0.06 32.73 40.42
35.125  62.875  6.32  7.11  6.47  0.12  -0.12 32.54 40.20
35.375  62.875  6.31  7.1 6.46  0.14  -0.14 32.47 40.11
-24.875 63.125  5.444 6.75  6.28  -0.37 0.40  5.26  14.01
-24.625 63.125  5.385 6.75  6.26  -0.34 0.34  4.93  13.10
-24.375 63.125  5.297 6.75  6.23  -0.33 0.33  4.58  12.32
-24.125 63.125  5.172 6.75  6.19  -0.34 0.34  4.22  11.20
-23.875 63.125  5.081 6.75  6.15  -0.43 0.45  4.21  10.96
-23.625 63.125  5.078 6.76  6.14  -0.53 0.60  4.12  10.20
-23.375 63.125  5.15  6.77  6.18  -0.70 0.84  4.36  10.43
-23.125 63.125  5.194 6.77  6.19  -0.80 0.96  4.51  10.60
-22.875 63.125  5.255 6.78  6.21  -0.67 0.77  4.76  11.42
-22.625 63.125  5.311 6.78  6.23  -0.48 0.50  5.01  12.50
-22.375 63.125  5.382 6.79  6.25  -0.42 0.42  5.40  13.41
-22.125 63.125  5.459 6.79  6.29  -0.44 0.48  5.89  14.90
-21.875 63.125  5.509 6.79  6.31  -0.55 0.64  6.21  15.45
-21.625 63.125  5.568 6.79  6.33  -0.63 0.74  6.70  16.70
-21.375 63.125  5.604 6.8 6.35  -0.65 0.75  7.01  17.32
-21.125 63.125  5.653 6.8 6.36  -0.50 0.65  7.49  18.40
-20.875 63.125  5.689 6.81  6.37  -0.41 0.66  7.80  18.81
-20.625 63.125  5.73  6.81  6.38  -0.43 0.81  8.20  19.50
-20.375 63.125  5.75  6.82  6.39  -0.47 1.02  8.30  19.03
-20.125 63.125  5.776 6.83  6.39  -0.61 1.31  8.51  18.70
-19.875 63.125  5.784 6.83  6.40  -0.98 1.80  8.49  18.04
-19.625 63.125  5.775 6.84  6.40  -1.06 1.94  8.21  17.00
-19.375 63.125  5.794 6.84  6.40  -1.13 2.00  8.51  17.63
-19.125 63.125  5.752 6.83  6.40  -1.14 1.92  7.99  17.10
-18.875 63.125  5.765 6.83  6.41  -1.10 1.76  8.39  18.44
-18.625 63.125  5.722 6.82  6.40  -0.95 1.53  8.02  18.40
-18.375 63.125  5.731 6.82  6.40  -0.80 1.33  8.29  19.31
-18.125 63.125  5.713 6.82  6.40  -0.84 1.34  8.15  19.30
-17.875 63.125  5.692 6.81  6.39  -0.72 1.26  7.96  19.14
-17.625 63.125  5.674 6.81  6.38  -0.80 1.44  7.96  18.60
-17.375 63.125  5.639 6.8 6.37  -1.00 1.75  7.67  17.63
-17.125 63.125  5.584 6.79  6.35  -1.09 1.90  7.18  16.50
-16.875 63.125  5.558 6.78  6.34  -1.17 2.02  6.93  15.59
-16.625 63.125  5.506 6.78  6.33  -1.33 2.19  6.39  14.10
-16.375 63.125  5.497 6.78  6.33  -1.37 2.18  6.31  13.89
-16.125 63.125  5.432 6.78  6.29  -1.40 2.15  5.85  12.40
-15.875 63.125  5.413 6.77  6.29  -1.41 2.14  5.87  12.59
-15.625 63.125  5.344 6.76  6.26  -1.55 2.30  5.47  11.20
-15.375 63.125  5.371 6.76  6.27  -1.63 2.44  5.68  11.53
-15.125 63.125  5.33  6.76  6.24  -1.63 2.52  5.41  10.50
-14.875 63.125  5.355 6.76  6.25  -1.68 2.62  5.66  10.95
-14.625 63.125  5.313 6.76  6.24  -1.70 2.57  5.41  10.50
-14.375 63.125  5.364 6.77  6.25  -1.63 2.35  5.66  11.36
-14.125 63.125  5.424 6.79  6.28  -1.49 2.02  5.71  11.90
-13.875 63.125  5.568 6.82  6.33  -1.33 1.65  6.52  14.20
-13.625 63.125  5.694 6.84  6.38  -1.14 1.29  7.34  16.50
-13.375 63.125  5.846 6.87  6.44  -0.91 0.95  8.85  19.54
-13.125 63.125  5.961 6.89  6.48  -0.73 0.73  10.44 22.50
-12.875 63.125  6.036 6.9 6.51  -0.60 0.60  11.77 25.04
-12.625 63.125  6.082 6.9 6.53  -0.51 0.63  12.88 27.50
-12.375 63.125  6.116 6.9 6.54  -0.46 0.72  13.86 29.11
-12.125 63.125  6.146 6.9 6.55  -0.45 0.84  14.82 30.60
-11.875 63.125  6.138 6.9 6.54  -0.45 1.00  14.49 29.73
-11.625 63.125  6.118 6.9 6.54  -0.45 1.10  13.95 28.88
-11.375 63.125  6.111 6.9 6.54  -0.45 1.11  13.68 28.27
-11.125 63.125  6.114 6.9 6.53  -0.44 1.00  13.66 27.95
-10.875 63.125  6.128 6.9 6.53  -0.43 1.35  13.97 27.82
-10.625 63.125  6.141 6.9 6.54  -0.43 1.64  14.11 27.83
-10.375 63.125  6.156 6.9 6.54  -0.44 1.94  14.52 27.94
-10.125 63.125  6.169 6.9 6.53  -0.46 2.31  15.01 27.71
-9.875  63.125  6.181 6.9 6.53  -0.47 2.73  15.50 27.47
-9.625  63.125  6.194 6.92  6.53  -0.49 3.11  16.06 27.48
-9.375  63.125  6.185 6.95  6.56  -0.50 3.23  15.67 27.75
-9.125  63.125  6.178 6.98  6.59  -0.50 3.08  15.36 28.37
-8.875  63.125  6.181 7.01  6.63  -0.49 2.95  15.34 29.85
-8.625  63.125  6.156 7.03  6.65  -0.49 3.00  15.62 32.00
-8.375  63.125  6.12  7.05  6.66  -0.50 3.37  16.31 34.22
-8.125  63.125  6.07  7.05  6.66  -0.58 3.71  16.62 36.15
-7.875  63.125  6.04  7.05  6.66  -0.68 4.03  16.54 36.44
-7.625  63.125  6.01  7.03  6.65  -0.84 4.28  16.22 36.33
-7.375  63.125  5.99  7.01  6.64  -0.97 4.35  15.56 35.25
-7.125  63.125  5.96  6.99  6.62  -1.05 4.32  14.77 33.42
-6.875  63.125  5.93  6.96  6.59  -1.16 4.22  13.90 31.16
-6.625  63.125  5.9 6.93  6.56  -1.34 4.02  12.87 28.67
-6.375  63.125  5.87  6.91  6.53  -1.56 3.68  11.94 26.30
-6.125  63.125  5.84  6.88  6.50  -1.75 3.28  11.05 24.55
-5.875  63.125  5.81  6.86  6.46  -1.81 2.93  10.34 22.37
-5.625  63.125  5.78  6.84  6.43  -1.98 2.80  9.79  20.86
-5.375  63.125  5.74  6.82  6.40  -2.10 2.85  9.45  19.82
-5.125  63.125  5.71  6.81  6.37  -2.18 3.07  9.50  19.15
-4.875  63.125  5.67  6.81  6.35  -2.28 3.19  9.43  18.66
-4.625  63.125  5.63  6.8 6.33  -2.32 3.29  9.14  17.85
-4.375  63.125  5.59  6.81  6.31  -2.33 3.39  8.88  16.78
-4.125  63.125  5.55  6.81  6.30  -2.43 3.47  8.78  16.60
-3.875  63.125  5.51  6.81  6.29  -2.35 3.54  9.05  17.32
-3.625  63.125  5.49  6.82  6.29  -2.30 3.61  9.42  18.18
-3.375  63.125  5.47  6.82  6.29  -2.14 3.67  9.68  18.98
-3.125  63.125  5.46  6.82  6.29  -2.19 3.73  10.00 19.82
-2.875  63.125  5.47  6.83  6.30  -2.13 4.39  10.84 20.93
-2.625  63.125  5.48  6.83  6.31  -2.07 4.63  11.46 22.36
-2.375  63.125  5.5 6.83  6.31  -2.13 4.68  12.21 23.94
-2.125  63.125  5.52  6.83  6.33  -2.09 4.64  12.74 25.85
-1.875  63.125  5.55  6.84  6.34  -1.98 4.59  13.59 27.80
-1.625  63.125  5.59  6.84  6.35  -1.91 4.62  14.17 28.99
-1.375  63.125  5.62  6.85  6.37  -1.85 4.89  13.88 27.92
-1.125  63.125  5.66  6.86  6.38  -1.80 5.24  12.94 24.50
-0.875  63.125  5.69  6.87  6.40  -1.73 5.66  11.44 20.16
-0.625  63.125  5.71  6.87  6.41  -1.67 6.08  10.39 16.94
-0.375  63.125  5.74  6.88  6.42  -1.62 6.42  10.46 16.44
-0.125  63.125  5.76  6.89  6.43  -1.59 6.61  11.01 17.42
0.125 63.125  5.77  6.9 6.44  -1.52 6.67  11.63 18.86
0.375 63.125  5.79  6.91  6.44  -1.46 6.67  12.21 19.86
0.625 63.125  5.81  6.91  6.44  -1.40 6.71  12.58 20.46
0.875 63.125  5.84  6.91  6.45  -1.32 6.76  12.87 20.97
1.125 63.125  5.87  6.91  6.45  -1.25 6.87  13.36 21.55
1.375 63.125  5.91  6.91  6.45  -1.19 6.95  13.76 21.76
1.625 63.125  5.94  6.91  6.45  -1.13 6.90  13.80 21.46
1.875 63.125  5.98  6.9 6.46  -1.08 7.08  13.83 21.20
2.125 63.125  6.01  6.9 6.46  -1.04 7.38  14.30 21.37
2.375 63.125  6.03  6.9 6.47  -1.01 7.94  14.75 21.71
2.625 63.125  6.05  6.9 6.48  -0.96 8.79  15.15 21.67
2.875 63.125  6.06  6.9 6.48  -0.93 10.07 15.75 21.43
3.125 63.125  6.07  6.9 6.49  -0.89 11.59 16.44 21.40
3.375 63.125  6.07  6.89  6.49  -0.93 12.41 16.85 21.51
3.625 63.125  6.08  6.88  6.48  -0.98 12.72 17.19 21.66
3.875 63.125  6.1 6.87  6.47  -0.99 12.65 17.25 21.50
4.125 63.125  6.11  6.85  6.46  -0.99 11.87 16.85 21.32
4.375 63.125  6.12  6.84  6.44  -0.96 10.82 16.71 21.43
4.625 63.125  6.14  6.82  6.43  -0.86 9.69  16.46 21.49
4.875 63.125  6.14  6.8 6.41  -0.65 8.51  16.09 21.34
5.125 63.125  6.15  6.78  6.40  -0.47 7.36  15.69 21.17
5.375 63.125  6.15  6.76  6.39  -0.26 6.36  15.32 21.14
5.625 63.125  6.16  6.74  6.38  -0.15 5.48  15.24 21.20
5.875 63.125  6.16  6.73  6.37  -0.16 4.65  15.74 22.21
6.125 63.125  6.16  6.72  6.36  -0.15 3.89  16.34 23.25
6.375 63.125  6.17  6.71  6.37  -0.11 3.23  15.50 22.71
6.625 63.125  6.17  6.7 6.37  -0.09 2.67  14.97 22.42
6.875 63.125  6.18  6.7 6.38  -0.10 2.15  14.96 22.97
7.125 63.125  6.19  6.7 6.39  -0.08 1.68  19.81 31.51
7.375 63.125  6.19  6.7 6.40  -0.05 1.27  19.49 32.25
7.625 63.125  6.19  6.7 6.41  0.03  0.88  18.96 32.68
7.875 63.125  6.2 6.7 6.43  0.00  0.65  18.06 32.89
8.125 63.125  6.2 6.7 6.44  0.12  0.26  17.30 33.02
8.375 63.125  6.2 6.7 6.45  0.19  -0.09 16.55 33.19
8.625 63.125  6.21  6.71  6.45  0.23  -0.23 17.29 33.52
8.875 63.125  6.21  6.72  6.46  0.38  -0.38 17.12 34.06
9.125 63.125  6.22  6.72  6.46  0.44  -0.44 17.80 34.74
9.375 63.125  6.22  6.73  6.46  0.46  -0.46 18.46 35.37
9.625 63.125  6.23  6.73  6.46  0.36  -0.36 19.19 35.94
9.875 63.125  6.23  6.73  6.46  0.43  -0.43 19.50 36.58
10.125  63.125  6.23  6.73  6.46  0.36  -0.36 19.93 37.28
10.375  63.125  6.23  6.73  6.46  0.39  -0.39 20.27 37.92
10.625  63.125  6.23  6.72  6.46  0.59  -0.59 20.14 38.51
10.875  63.125  6.23  6.73  6.46  0.51  -0.51 20.91 39.18
11.125  63.125  6.24  6.73  6.47  0.59  -0.59 20.88 39.90
11.375  63.125  6.24  6.73  6.47  0.63  -0.63 21.19 40.51
11.625  63.125  6.25  6.74  6.47  0.72  -0.72 22.21 40.90
11.875  63.125  6.26  6.74  6.47  0.81  -0.81 22.81 41.18
12.125  63.125  6.26  6.75  6.48  0.94  -0.94 22.39 41.41
12.375  63.125  6.27  6.76  6.48  0.95  -0.95 23.36 41.60
12.625  63.125  6.27  6.76  6.48  1.04  -1.03 23.41 41.74
12.875  63.125  6.28  6.78  6.48  0.84  -0.84 24.79 41.87
13.125  63.125  6.28  6.79  6.49  0.83  -0.83 24.36 42.00
13.375  63.125  6.29  6.8 6.49  0.78  -0.77 25.29 42.10
13.625  63.125  6.29  6.81  6.50  0.75  -0.74 24.83 42.16
13.875  63.125  6.3 6.83  6.51  0.61  -0.61 25.24 42.20
14.125  63.125  6.31  6.87  6.51  0.37  -0.37 27.02 42.23
14.375  63.125  6.31  6.9 6.52  0.32  -0.32 27.10 42.25
14.625  63.125  6.32  6.93  6.52  0.38  -0.37 28.28 42.26
14.875  63.125  6.32  6.98  6.53  0.36  -0.36 28.69 42.25
15.125  63.125  6.32  7.02  6.53  0.34  -0.34 29.46 42.23
15.375  63.125  6.32  7.06  6.54  0.35  -0.35 29.55 42.20
15.625  63.125  6.32  7.16  6.54  0.37  -0.37 31.22 42.43
15.875  63.125  6.33  7.16  6.54  0.34  -0.34 31.99 42.94
16.125  63.125  6.33  7.16  6.55  0.29  -0.28 32.11 43.79
16.375  63.125  6.33  7.16  6.57  0.28  -0.28 31.81 44.87
16.625  63.125  6.33  7.16  6.58  0.30  -0.30 31.95 45.85
16.875  63.125  6.33  7.16  6.58  0.23  -0.22 32.08 46.00
17.125  63.125  6.33  7.16  6.58  0.22  -0.21 32.08 46.00
17.375  63.125  6.33  7.16  6.58  0.17  -0.15 32.10 46.00
17.625  63.125  6.33  7.16  6.58  0.10  -0.07 32.12 46.00
17.875  63.125  6.33  7.16  6.58  0.17  -0.12 32.16 46.08
18.125  63.125  6.33  7.17  6.60  0.19  -0.11 31.73 46.81
18.375  63.125  6.33  7.18  6.61  0.08  0.03  32.04 47.76
18.625  63.125  6.33  7.19  6.62  0.01  0.11  32.12 48.41
18.875  63.125  6.32  7.21  6.66  -0.06 0.18  30.49 49.23
19.125  63.125  6.32  7.22  6.68  -0.07 0.18  30.08 50.02
19.375  63.125  6.32  7.22  6.69  -0.12 0.22  29.98 50.75
19.625  63.125  6.32  7.23  6.70  -0.19 0.29  30.06 51.40
19.875  63.125  6.32  7.23  6.70  -0.22 0.34  30.37 51.90
20.125  63.125  6.32  7.23  6.71  -0.22 0.36  30.10 52.40
20.375  63.125  6.31  7.22  6.72  -0.20 0.37  29.13 52.71
20.625  63.125  6.31  7.23  6.72  -0.08 0.25  29.34 52.73
20.875  63.125  6.31  7.22  6.72  -0.01 0.17  29.06 52.75
21.125  63.125  6.31  7.23  6.72  0.00  0.15  29.26 52.66
21.375  63.125  6.32  7.23  6.72  0.00  0.14  29.51 52.55
21.625  63.125  6.32  7.23  6.71  0.01  0.12  30.00 52.41
21.875  63.125  6.32  7.23  6.71  0.01  0.11  29.89 52.23
22.125  63.125  6.32  7.23  6.70  0.02  0.07  30.38 52.11
22.375  63.125  6.32  7.23  6.70  0.04  0.03  30.32 52.04
22.625  63.125  6.32  7.23  6.70  0.06  0.01  30.22 51.88
22.875  63.125  6.32  7.23  6.70  0.05  0.00  30.22 51.88
23.125  63.125  6.34  7.23  6.71  0.07  -0.04 30.24 51.79
23.375  63.125  6.32  7.23  6.71  0.09  -0.09 29.55 51.78
23.625  63.125  6.32  7.23  6.70  0.09  -0.09 30.20 51.92
23.875  63.125  6.32  7.23  6.71  0.12  -0.12 29.67 52.02
24.125  63.125  6.34  7.23  6.72  0.17  -0.17 29.83 52.18
24.375  63.125  6.34  7.23  6.72  0.19  -0.19 29.97 52.44
24.625  63.125  6.34  7.22  6.74  0.20  -0.20 28.82 53.01
24.875  63.125  6.35  7.21  6.76  0.19  -0.19 28.12 53.91
25.125  63.125  6.35  7.21  6.77  0.14  -0.14 28.07 54.99
25.375  63.125  6.35  7.22  6.79  0.13  -0.13 27.68 56.14
25.625  63.125  6.37  7.23  6.81  0.13  -0.13 27.99 57.45
25.875  63.125  6.38  7.23  6.82  0.12  -0.12 27.91 57.99
26.125  63.125  6.38  7.23  6.82  0.15  -0.15 27.90 58.00
26.375  63.125  6.38  7.23  6.82  0.13  -0.13 27.94 58.06
